rowno,review,type
13433,"So far only the first episode has been shown, and a great fuss has been made about the lesbian sex scenes. But for those who bother to look past that they will find an incredibly beautiful love story and one that has in this episode ended in an upsetting climax/cliffhanger. I have found the story so powerful that I have been inspired to read the novel on which this fantastic series has been based.",pos
13434,"The Andrew Davies adaptation of the Sarah Waters' novel was excellent. The characters of Nan and and Kitty were superbly portrayed by Rachael Stirling and Kelley Hawes respectively. The whole series was a total joy to watch. It caught the imagination of everyone across the board, whether straight or gay. I wish there could be a sequel!",pos
13435,"This is one of the best lesbian films i have ever seen! This series brought joy and sadness of true love. Being set in the 1800's was an amazing look at lesbian lives and desires of lesbian women. The cast was beyond expectation! Rachael Stirling is an amazing actress, i have never seen her other works but her portrayal of Nan made me connect with her feeling her heartache and pains and love. The one thing i feel most important is connecting with the characters in anything i watch. If anyone has doubts on seeing this film...Think twice! This is a must see series. Well done again to BBC! We need more lesbian films that portrays real love and hurts, like this one. Living in Canada i had this DVD imported and i am so thrilled to have purchased it.",pos
13436,"The BBC surpassed themselves with the boundaries they crossed with Tipping the Velvet. In the past they've been 'daring' with Dennis Potter's works but this mini-series (as it was screened in the UK) is superb. Andrew Davies work is top notch - I've not read the Sarah Water's novel but I can imagine he's done it real justice. I comment on the bawdiness - most men have watched it for that - proved to be a main talking and selling point when originally advertised. The fact is, it portays the lesbian side of society in the 1800s - a time when most thought it was old men and rent boys - well it was - lesbianism took place mainly behind closed and often respectable doors.<br /><br />You can also look at Tipping The Velvet as a 'love story' - it actually is - as well as 'self discovery' that many gay/bi and straight people go through and comments on this occur and repeat all the time.<br /><br />If you've not seen it yet - either repeated on TV or on DVD - get it - you'll be in for a treat - and even the production and filming of it is perfect. Just try to hide your blushes in parts - like I said - 'bawdy' is the order of the day - and beware a 'phallus' or two!<br /><br />Enjoy!",pos
13437,"This was one of the most emotional movies I have seen. Passion, Pleasure, Pain, Despair, Sorrow, Healing, Cleansing and Love.<br /><br />The entire movie was spellbinding. Everything was done so well; the adaptation from the book, the actors, the sets, the camera shots.<br /><br />This movie touched me deeply in so many ways. It reminded me of the despair that loosing your love can have, and the time it takes to heal that wound. You may love again, but will always be risking the pain that comes with separation. <br /><br />Is this not one of the most important age-old questions?<br /><br />""Is it better to have love and lost? <br /><br />Than to never have loved before?"" <br /><br />-Ascension",pos
13438,"Over the weekend i watched the movie Tipping the Velvet and if I was to have to score this movie out of 100 I would have to give it 100 no question asked. I am a true believer in true love and this movie moved me in alot of different ways and the actors fit the parts without a doult. But I have to say that the ending was not so great for I did not see that spark in Nancys eyes when ever she looked into Flo's eyes, as her eyes sparked each time she looked at Kitty, Kitty only had to be in the room or in Nancy's thought and Nancy would just glow fron that spark. Kitty told Nancy that she could not find her and that she looked for her, but could not find her. Kitty was ready to give it all up to get Nancy back. In Kitty's eyes you could see Kitty's pain. I believe that Nancy should have let Kitty see that thier love is true and strong and that she would not let her go that easy. You need to make a part two and have the two make it together, but you must not let anyone else play the roles it has to be the real Kitty & Nancy or it'll never work. My mother once told me that true love is just not real. I am no fool I know that we all have a true love out someplace just waiting for each of us and I believe with my life that Nancy's true love really is only Kitty and Kitty's true love is only Nancy. Come on lets play the game the right way, the only way. Let Nancy's eyes shine again.... Kitty lost her everything, by losing Nancy. And Kitty is not to be the only one to blame. I am gay myself and being gay is not easy!! WAKE UP!!! in 1889 I'd not want to be gay, Kitty was lost deep inside herself and in 1889 maybe the right thing to do was to be married to a man. Even though you love a woman. Kitty needed Nancy to stand up to her needed Nancy to fight for her. Myself I remember how deeply I loved this girl and I let her get away because I thought I was doing something wrong and I went back to my ex-boyfriend. I thought I was doing the right thing, but I know I was wrong to let go of her and I will pay for the rest of my days,for like Kitty I could not find her anyplace. I heard that she is married to a man in the U.S.A someplace. I even heard that he beats her. I guess in the end we both lose. Give the two girls one more chance life can be very lonely if you are not true to you and your loved one.<br /><br />Thank You, Kristen Ann",pos
13439,"The Andrew Davies adaptation of the Sarah Waters' novel was excellent. The characters of Nan and and Kitty were superbly portrayed by Rachael Stirling and Kelley Hawes respectively. The whole series was a total joy to watch. It caught the imagination of everyone across the board, whether straight or gay. I wish there could be a sequel!",pos
13440,"Both the book and the film are excellent in their own right. They do differ slightly but that enhances and not detracts from what is an excellent script and acting. The historical atmosphere, the young girl looking for love, the amazing background of music hall and the voyage into the lesbian world of London early twentieth century make this an exceptional movie. Andrew Davies as the scriptwriter excels himself as he writes this lesbian love story with such sensitivity. Rachael Sterling and Keeley Hawes are both excellent actresses and give these parts their best. The rest of the cast are very good. If there was higher than 10 out of 10 I would give it!",pos
13441,"This BBC series is astonishingly good fun. I'd only seen a few minutes before I knew I had to own it and watch it again with all my friends. I wouldn't recommend this to anyone prudish, but almost anyone else is going to enjoy it--from the cinema snob to the entertainment-hungry masses. The lead character is a lesbian, but it's still worth watching if that's not your thing.<br /><br />Rachael Stirling is incredible in a lead role that stretches her into a dazzling assortment of emotions and situations, some of a bizarre nature. No one who saw this series would ever say she can't act. She makes us laugh, cry, get turned on and slap our foreheads in amazement.<br /><br />You can't really compare this story to anything else. It's not a rehash of style or plot. It's entirely it's own beast�?part comedy, historical drama, erotica, coming-of-age tale, musical and more.<br /><br />Gotta praise the BBC for making this story. I can't imagine anyone in the (overly prudish and formulaic) U.S. ever doing it. So, stop reading about it and go buy it.",pos
13442,"When I rented this movie, I half expected it to be a low budget, plot less Indy film, but thought I'd give it a try. I started watching Part 1 and couldn't pull myself away till it ended 3 hours later. It was by far one of my absolute favorite films of all time. From the writing to the directing to the performances, I was laughing, crying, and singing all the way through Nan Astley's rite of passage from innocence to adulthood. Rachael Stirling is phenomenal in this film. I had never heard of her before, but now I will forever remember the vulnerability and strength I felt in her performance. She, Keeley Hawes, and Jodhi May are incredible as they guide you through the emotional turmoils that most feel as they deal with an alternate form of sexuality. The fact that the film is set in the 1890's not only educates the audience about homosexuality in that time period, but makes a statement about our society today. You must see this film and, probably like myself, you'll be making a trip to the store to add it to your collection.",pos
13443,"Ab Tak Chhappan is a fictitious story surrounding a police department in Mumbai, India. Sadhu Agashe is a hard working, hard-edged cop heading up a plain clothed crime squad who makes a name for himself by killing dangerous criminals in staged police encounters rather than locking them up in prison. His loyal officers obey him without question but a rift forms when one of his officers, Imtiaz, becomes frustrated by Sadhu's high ranking status and is secretly competing with him for criminal kills and status. A new recruit is also pushed into the fraternity and Imtiaz is angry when Sadhu allows him to take the lead on his first case. Further change comes in the form of a new police commissioner who disapproves of Sadhu's tactics and everyone gets caught up in internal politics.<br /><br />I was surprised to see such a well directed action thriller coming from India. The camera work is excellent, the story is well told and the tension is high when the drama unfolds. The acting, pace and political subterfuge convinces the viewer that they are a fly on the wall witnessing the blood, sweat and tears from a close up and personal view and that the events are based on reality which is no doubt why we are told that it is not at the beginning of the film although it is likely that the director, Shimit Amin, has taken liberties with factual accounts. Nevertheless, Ab Tak Chhappan is an extremely polished piece of film-making.",pos
13444,I love this movie. I watched it over and over when i rented it from Netflix.It had a lot of substance and meaning for me. I think many people will enjoy it.I have read and seen quite a few lesbian stories over the years and am happy to say they are getting better and better in how they are presented.They tend to have a more positive feel for the life style and feeling's of gay women.Its nice to see two women find themselves and be as happy as others in this society.I think it is apparent that more and more movies with this theme will grace our theaters and TV screens.Many producers and directors are realizing that Lesbians live very full and wholesome lives and that we have wonderful stories that should and can be seen by individuals as well as families without hesitation.,pos
13445,"A young woman leaves her provincial life for a new one in the city and there she meets another woman with whom she falls in love with. Their relationship turns physical quickly and they both believe that they are soul-mates, until one day, the provincial girl comes home to find a man in their bed. Her lover then reveals to her that their relationship was just an experiment and she really likes men. Um, kinda like the Anne Heche and Ellen Degeneres thing. So, anyway, the provincial girl, broken, torn and shattered by this discovery moves out and begins to discover what the real world is all about as she falls into the hands of all sort of vindictive and salacious people in 19th century England.",pos
13446,"I loved this movie. Not because of the romantic story lines between women, but for the visualization of human strength, despair, and liberation. This film is a must see. Entertaining! Emotional! Captivating! All the characters are very well written and portrayed by some very talented actors. This story is a story of self discovery and sexual awakening. A journey of the mind, body and soul. You find yourself identifying with the characters and at some points, even the storyline. <br /><br />I do have to say that I recommend watching the movie first, then read the book. If you read the book first, you will be slightly disappointed. The screenplay adaption cut out a lot and some things were changed. Some for the better and some for the worst.",pos
13447,"Tipping the Velvet (2002) (TV) was directed by Geoffrey Sax for BBC television. The basic plot is a coming-of-age story for the protagonist, Nan Astley, played well by Rachael Stirling. As a teenager, Nan works in her family-run oyster house. Everyone expects her to stay at home, then marry an appropriate husband, and settle down to family life. Nan expects this too.<br /><br />Everything changes when Nan meets Kitty Butler (Keeley Hawes) a beautiful and talented performer who dresses in men's clothes and captures the hearts of her audience. The audience includes Nan, who is sexually attracted to Kitty in a way in which she's not attracted to her boyfriend. <br /><br />The remainder of the film follows Nan to London and through her ups (sort of) and her downs (horrible) as a lesbian and sometimes male impersonator. <br /><br />As is typical for the BBC, every role, no matter how small, is performed by an excellent actor. The BBC has a depth and breadth of performing artists that is truly marvelous. None of the supporting actors stands out in my mind--they were uniformly good. Both Stirling and Hawes are wonderful, and their acting carries the film along.<br /><br />It's always sad to be reminded of how difficult life can be for someone who doesn't fit society's mold for what is normal. I know it isn't easy for lesbians even in the U.S., even today. Imagine the obstacles to love and happiness for lesbians in Victorian England. We've come a long way, but we still have a long way to travel.",pos
13448,"As a lesbian, I am sick and tired of being portrayed in movies and on TV as a sad person, forever vacillating between suicide and homicide, but never destined to find happiness? <br /><br />If, like me, you are fed up with Hollywood's anti-lesbian propaganda, you'll breathe a sigh of relief at this delightful offering from the BBC. Nan Astley is the daughter of an Oyster-house restaurateur who ""wonders why she can't feel the way she should about Freddy"" (one of the local lads who has his eye set on her). She falls �? and falls hard �? for Kitty Butler, a male impersonator with a visiting theatre troupe. Nan accompanies Kitty to London as her dresser�? <br /><br />Not everything that happens to Nan is pleasant in this story, and some of the things she does are not squeaky-clean either - but she will win your heart, and her story of love triumphant will leave you with a beautiful lump in your throat at the end.<br /><br />If you are a lesbo-hating macho man or a homophobic housewife, or some brand of religious fundamentalist who believes that homosexuals should die and go to hell, this series is not for you. But if you have a heart, and you believe in love, you will cry at the end as much as I did!",pos
13449,"""Tipping The Velvet"" is one of the modern day television productions that prove that some television can be just as good or even better(as this is) than what you see at your local theater. <br /><br />If you want to read the plot, read this and if you want other details skip down to the next paragraph. This is the unforgettable portrait of an unconventional young girl named Nan who works as a naive oyster girl,until she discovers her repressed homosexuality when she falls in love with a successful woman named Kitty who dresses as a male for her stage profession. The young girl soon joins the act as another male impersonator and they are a major hit. Soon the both of them embark on a tender affair. Kitty eventually becomes enveloped in a marriage of convenience and ravages young Nan's heart. From then on, Nan works as male impersonated prostitute to men looking to have sex with boys, then she becomes the private sex slave to the evil and sadomasochistic Diana where Nan experiences severe emotional abuse. When that ends badly, Nan is on the streets again where she recalls a young woman named Florence; a good-hearted socialist who had the true potential of being a wonderful partner. That's where Nan will discover the power of socialism and learn how to get back to fame. <br /><br />The region 1 transfer is of exceptional picture quality, there is a very good scene selection, an eloquent photo gallery and a fun interview between novelist Sara Waters and the film's writer Andrew Davies. <br /><br />The sets, costumes, cinematography and music are gorgeous. The acting, writing and directing are extremely strong and filled with realism, class and originality. I loved the film and the novel. Section III in the film is much different in the film than in the novel, because section III in the novel is great written down, but isn't screen material. I will be brave and say that I love the films interpretation of it much more. <br /><br />This breathtaking historical ingeniously combines Drama, Comedy, Erotica and Romance to vibrant perfection in a way that is both deeply moving and spiritually uplifting. For every mature and open-minded adult who has ever felt the pleasures, pains and power of falling in love and living life to it's fullest. A revolutionary production; an absolute must-see!",pos
13450,"Out of the top 24 lesbian films in my library, I must rate this one as the number one film of all times. This film will go down in history as the best in it's genre. It is a story about a girl (Rachael Stirling) who goes from riches to rags and from rags to riches, with her first love (Keeley Hawes) popping in and out of her life. It is set against a Victorian background in the 1890's, which makes it an ideal setting for some of the best entertainment in the industry. This film spared no expense for music and costumes, and the make-up Rachael and Keeley wore while on stage in the Halls only added to the film's diversity.<br /><br />No matter what kind of films you favor, I can guarantee this film will not only amaze you, but will keep your attention through all three episodes. This film will be played and enjoyed for decades to come. The unrated DVD collector's version is a must for anyone's library. Rachael Stirling and Keeley Hawes was the best choice for the casting in these two roles, and they played them extremely well.",pos
13451,"For every fan of coming of age tales, this 3 hour adaptation of the<br /><br />Sarah Waters novel is pure fun. Cinematic nods to Baz Luhrman's<br /><br />kinetic style, as well as to all those prim and proper period pieces<br /><br />ever present on the BBC (where you're likely to have seen almost<br /><br />every prominent member of this cast). It's rather bawdy and over<br /><br />the top in spots, but that's just what the novel called for. The cast<br /><br />is appealing and, in the cases of Anna Chancellor and Hugh<br /><br />Bonneville, perfect. In the case of Rachel Sterling, as our heroine<br /><br />Nan, you simply must overlook the fact that she's far too pretty to<br /><br />ever be mistaken for a boy and run with it. It's a fantasy, after all. <br /><br />Some fans of the novel may be put out by the various changes in<br /><br />character (particularly that of Jodhi May's character, Florence), but<br /><br />the changes all work toward the greater good of this teleplay and<br /><br />provide an overall high quality entertainment value.",pos
13452,"I think Andrew Davies did an admirable job of taking a magnificent book which emulated the pace and styling of a Victorian novel and turning it into a moving and entertaining film. I'm glad I read (twice) the book first which is usually the case for me. I know that one must view a novel and a film as different media and judge them accordingly. But, still, it's often hard to read the original material after a film gives away the best parts.<br /><br />I realize that Davies is a very good adapter, but I wish the producers had chosen a woman to write the screenplay. Davies, as he admits in the commentary that accompanies the film on DVD, wanted particularly to emphasis the more scatological bits in the book. I certainly enjoyed those, on film as in the book. But Davies missed a half-dozen moments that are so excruciatingly, painfully tender which he could have incorporated if his sensibility were more feminine. <br /><br />I also would take issue with his use of the book's primary symbol, the rose.<br /><br />As the screenplay was plotted by Davies, the denouement was inevitable and appropriate. But I really think that author Waters' final nod to the rose symbol was much more interesting. And I preferred way the novel let Nan ""come of age"" than the way Davies chose.<br /><br />One quick comment about the four actors who essay the primary roles. They are all wonderfully talented -- well, except for the singing and dancing, perhaps -- and, moreover, their physical presences are so much what the mind's eye sees when reading the novel before seeing the film. I thought they were all terrific.<br /><br />I recommend that any lesbian and anyone who loves good fiction, add BOTH the book and the DVD of TIPPING THE VELVET to their bookshelves.",pos
13453,"It is surprising that a production like this gets made these days, especially for television. Considering the strong sexual themes and explicit lovemaking scenes, not to mention lesbianism, this has been given superb treatment and direction.<br /><br />The sets and costumes are flawless, the direction is stylish and the characters are likeable. There is a fair amount of humor but it has surprisingly dark interludes. The protagonist is really a tragic figure, but not devoid of happiness. Also, this production avoids the mistake most films/shows make when dealing with homosexuality/lesbianism. The characters are very human. It seems that to allow people to be comfortable with watching gays and lesbians on TV and movies most shows fill it full of cliches and make the characters obsessed with being gay. Not so with this. In Tipping the Velvet, the protagonist is hardly aware of what being lesbian means!<br /><br />The BBC have made some wonderful productions in the past, and this adventurous period piece only confirms their standard of excellence on all fronts.",pos
13454,"A really realistic, sensible movie by Ramgopal Verma . No stupidity like songs as in other Hindi movies. Class acting by Nana Patekar. <br /><br />Much similarities to real 'encounters'.",pos
13455,"I have nothing but praise for this mini series. It's only about a year and a half old but I have seen it twice already; with greater enjoyment the second time than the first. I'm seriously thinking of watching it again soon since I find it spiritually uplifting.<br /><br />It is a very tender romantic drama with such beautiful performances, sets, costumes, music and scenes that it has a resonance which places it almost in a league of its own among mini series.<br /><br />Some others have commented on the difficulties of living as a lesbian in Britain in the 1890s. Nothing especially difficult about that; it was only male homosexuality that was against the law as poor Oscar Wilde experienced to his great cost and as a great loss to the literary world. Anyway, I digress.<br /><br />In my view, this is essential television. It is perhaps one of the greatest tragic romantic dramas since Romeo and Juliet, although not in the conventional sense.<br /><br />10 out of 10 from me.<br /><br />JMV",pos
13456,"I'm glad I read the Sarah Waters novel first, since I had my own pictures of the characters in my head at the time. The ones cast for this production, however, were not at all disappointing - in fact, after I got used to Rachael Stirling as Nan, I think Nina Gold did a damn fine job in the casting department. (Can Keeley Hawes be more delicious?!)<br /><br />The BBC has done it again: this is a wonderful production of a very good book, and they have done it up in style. If you can get your hands on this (VHS, DVD) be sure to get the 181-minute version (the uncensored one.) It is a marvelous journey, albeit a bit rocky at times, that you won't regret taking.",pos
13457,"This wonderful 3 part BBC production is one of the sweetest love stories that I have seen in a while. The actresses display a very high level of talent, especially Rachael Stirling as Nan Astley. She is funny, seductive and cute. The love making scenes and the close up kisses are very erotic regardless of one's sexual preference. <br /><br />The characters are well defined and very believable. I guess this is a by-product of a good adaptation from a well written novel.<br /><br />A truly remarkable well paced drama that picks up speed quickly after a couple of boring (but necessary) scenes in the beginning.<br /><br />My vote: 9/10",pos
13458,"Tipping the Velvet has just three weeks ago been released in the UK and already I watch as countless letters flood to the national papers and TV guides, claiming that it possesses a thin plot, weak performances and an even weaker script.<br /><br />You find me incensed. This is heresy.<br /><br />I would really like to dispel all doubt by first congratulating Andrew Davies on enabling Geoffrey Sax to create this wonderful dramatization of Sarah Waters' novel by cushioning him with such a fantastic script. Kudos. But I fear I must now change tack.<br /><br />I saw one of the premiere TV guides here in the UK (which shall remain nameless) relentlessly describing Tipping the Velvet as a ""lesbian love story"". If they are, and I assume they are, trying to promote interest in the film, then this is completely the wrong way to go about it (aside from the phrase being a disappointingly inaccurate description). By saying such a thing, they are either a) turning away those who would instinctively be repelled by ""that"" subject matter or b) attracting a class of people who will only watch to see some ""serious girl-on-girl action"". Buy a video! Through this display of serious inconsideration, this and other magazines are cheapening what is a brilliant adaptation of one of recent literature's greatest works. Tipping the Velvet is a story of love, of passion, of moving on, of loss, and of heartbreak. It's not a lesbian love story. No siree.<br /><br />The end result is a stylish affair, with excellent performances all round (particularly from Stirling, Hawes, Chancellor and May). Direction-wise, it's intoxicating and immersive - sometimes, fast-paced, sometimes not - but it never ceases to be anything less than compelling. As a whole, it's polished and well delivered, the sex is undertaken with tenderness and delicacy - and although many will not class it as a real ""film"", it will remain among my favourites for some time to come.",pos
13459,"Labeling this film a ""lesbian love story"" is about as accurate as calling Pride & Prejudice a ""straight love story."" There's just so much more to it than that.<br /><br />Yes, the main character is a lesbian, but her story is classic bildungsroman, a journey from childhood to adulthood, from sexual innocence into maturity, from personal blindness to self- discovery. There is a stylistic element of camp to the film's direction, but it is not a hindrance; rather it serves to underscore the staged and dramatic parts of the main character's life.<br /><br />Those who know Anna Chancellor from the BBC version of Pride and Prejudice will certainly be amazed with her here. Rachael Stirling is stellar as the main character Nan, and Keeley Hawes is all wide-eyed goodness as her lover Kitty Butler. Chancellor might have the stand out role, that is aside from Sally Hawkins who plays Zena Butler. This film is not for the faint of heart, but it's not a piece of pro-gay advertising either. It's a real story, with real comedy and drama, an engaging story with compelling characters, and well worth watching.",pos
13460,"I started watching this expecting the worst, i was happy to find that the film turned out to be enjoyable, slightly confusing in parts, like when they all justs started singing. It gave me a chance to see Daniel Wu in action for the first time, he is a better actor than i thought, at times he seemed a bit out of place. I thought purple storm deserves its Hong kong legends release, as it is different to most other HK films, it is about a mans emotional struggles when confronted with memory loss, it may sound corny but when he eventually pieces out what and who he actually is it really makes the film a lot more interesting. Once you get into the film you will find it keeps you gripped to it, as if you miss one bit then a lot of the film wil make sense, for example i missed a bit at the start and i recommend to anyone that watches this that they do not miss any of it. So i can say that this film was worth watching and a grateful surprise for me, that i enjoyed it.",pos
13461,"Here we've got an intelligent mixture of typical hongkongmovieshootouts, worlddestructionthemes and intelligent filmmaking. Not that the script has not its big holes and a few specialeffects are a bit cheaplooking. But the cinematography is a optical treat and the soundtrack is first rate. The blend of fast actionsequences and colorful slow, sometimes nearly poetic parts, has no comparison in its kind of movie, so a classification is rather hard. The closest genre is a disaster or terroristmovie with deeper human and political notes than usual. Well worth to be seen worldwide in cinemas. But i am hoping this for so many other (mostly asian) movies before and nobody seems to believe me. Unfortunately.",pos
13462,"This movie gives Daniel Wu his chance to do a great action movie, but I really find Emil Chow's character really great, gutsy but determined to righting wrongs. Plus the main terrorist, it gets me wondering his revolution, makes me wonder if he is doing this for good or bad.<br /><br />A movie that tells us about Todd, an amnesiac terrorist being tricked as an undercover until he learns who he really is. The consequences that he makes from his terrorist family, gives him a the choice of redemption.<br /><br />Purple Storm was one of the best ones that I have seen this year. The movie really stands out when it is filled with tremendous action scenes set-up by Stephen Tung Wai, which won the best action sequences in the Hong Kong Awards. (9/10)",pos
13463,"I found it charming! Nobody else but Kiarostami can do so little and, yet, get so much. You might think I'm weird, but I was so charmed that I couldn't speak during the movie. While during other movies I comment a lot. The short movie made by him for Lumiere et Companie, the one with the eggs, that one is unbeatable in my heart, but this is wonderful, too. I liked it better than Ten. Kiarostami is, maybe, the best director in my opinion, because he can see things! He doesn't need to use a lot of stuff ""brought from home"" to illustrate his images, he simply grabs a camera. Not many can do that.. Maybe I don't know to much about movies but I don't care about complicate stuff, all someone has to do is touch my soul. Kiarostami does.",pos
13464,"I learned a thing: you have to take this film like a funny period comedy, if you don't want to be disappointed. The film's enjoyable because it's a delicious comedy. I think the over-hype damaged it: the too much glorified Monica Bellucci appears in few scenes and isn't so good as they wanted to let you believe. She sounds unnatural, false: the best actress in this film is Sabrina Impacciatore, who speaks with a perfect Tuscan accent and shines together with Massimo Ceccherini. Elio Germano is very, very good: the most promising young Italian actor, according to me. Daniel Auteuil looks like Napoleon, but I preferred other actors. So, the most hyped performances were also the worst.<br /><br />Costumes and production design are okay: sure, American period movies are more accurate about these things because have bigger budgets, but the Italian ability rewards the lack of money. A nice period comedy, in short, with a first-rate casting (except for Bellucci and Auteuil).",pos
13465,"This is by far one of the best films that India has ever made. Following are the plus points of the film...<br /><br />Wonderful direction, cinematography and editing, the editing is very smooth and the timing of changeovers is excellent.<br /><br />Even though the film shows the life of Mumbai Policemen and their hardships, it never gets boring or sympathetic.<br /><br />Mind-blowing acting by lead actor Nana Patekar. One can surely hope that he gets nominated for the Best actor for the academy awards.<br /><br />Controlled violence. The violence is controlled and the film doesn't become a bloody mess.<br /><br />No stupid songs as in usual Indian movies.<br /><br />",pos
13466,"Screened this morning for the press at Roma film festival, ""N - io e Napoleone"" is easy to love. First of all it can count on great production values, as very few Italian films nowadays can, with wonderful settings and costumes. The cast is great too. Director Virzì constantly speaks of the young lead Elio Germano as ""a young De Niro"". Now, of course he is going a way too far, but sure the boy can act. I loved his performance, and he did a great job with the (tuscan) accent. Daniel Auteuil is a great actor and did very well as Bonaparte. It's really great to see him acting in Italian, I hope to see him working in Italy again very soon. The supporting cast worked well too - people like Valerio Mastrandrea or Sabrina Impacciatore may seem unlikely choices, but they all gave fine performances. Even Massimo Ceccherini, best known for appearing in his own moronic films and in trashy TV reality shows, fitted in well and was actually funny. The low point of the cast was the ""Diva"" Monica Bellucci. Sure, she was slightly better than usual, but she managed to look (and sound) utterly unnatural even in the part of baronessa Emilia, in which, with a good dose of self irony, she used her own umbro accent. The script, by veteran Furio Scarpelli and Virzì himself is clever, with lots of laugh out loud lines, and a few very emotional moments too. Sure, the ending left me puzzled. The message is kind of ambiguous: the whole film says that political ideals can bring you to blind hate, but if you get closer you will learn that the object of your hate is after all a little human being like everyone else, sometimes funny, sometimes sad, sometimes pathetic, so that suddenly it's difficult to hate him; then, in the last few minutes it says that after all it would have been better to shoot him in the head at the beginning. Personally, I dislike very much this notion. ""Io e Napoleone"" is still a pleasant film, the best presented at the Festival so far (the other being Fur and the Hoax). My rating is 8/10",pos
13467,"Martino, a young teacher in the island of Elba, has been formed by Maestro Fontanelli, an excellent educator, to be his own man and to say whatever he thinks, something that gets him in trouble at the school where we first meet him because he is teaching revolutionary ideals. The island is in a frenzy because of the arrival of one of the most influential men in European history of the 19th century. Napoleon is coming to his exile, not exactly a high point in his life.<br /><br />With surprise, Martino is chosen to accompany Napoleon who is writing his memoirs and is in need of help for his own project. The young man comes from a sea merchant family. His brother and sister want him to go on an commercial expedition, but Martino has decided his place belongs in Elba because he will try to assassinate Napoleon. Little deters him after his mentor Fontanelli is tried for treason and condemned to be shot by a firing squad.<br /><br />Martino finds his consolation with the much older Baroness Emilia, a beautiful woman. In his own interaction with the deposed emperor, a different kind of man emerges. Napoleon is seen as a more human person who really enjoys the company of Martino, not suspecting with the plans the young man's own plans for him. Unfortunately, Martino is not able to put his design into action because Napoleon has other plans in mind.<br /><br />Paolo Virzi, the director of ""Caterina va in citta"", shows why his early promise is still there. Mr. Virzi also collaborated with the screenplay, which is based on a novel by Ernesto Ferrero. The director shows he is as good in intimate drama as well as with this type of spectacle. Alessandro Pesci, the cinematographer, does an excellent job with the images he was able to get.<br /><br />Elio Germano, a young Italian actor is the best thing in the movie. He is playing against more experienced players, yet he manages to convince us he is the idealist youth trying to get justice to what he perceives is a noble cause. The great Daniel Auteuil is a more subdued Napoleon than one would expect from anyone's interpretation of this larger than life man. Monica Belucci is the love interest of Martino, but she has little to do. Omero Antonutti plays Fontanelli.",pos
13468,"Would you like to know why French and Italians love/hate each others? Would you like to have a glimpse of history that drives our lifetime? So, go to watch Virzi's film (in original language, of course) and you can look at a wonderful Monica Bellucci who finally speaks her native language from Città di Castello (Umbria, just at the border with Tuscany). And the rest of the characters speaking Livornese (lovely Sabrina Impacciatore and all the others). Daniel Auteuil definitely in his shoes with Napoleon. A lot of fun, a real fresco of the Elba Island landscape, and a picture about the political reasons to kill or leave alive a tyrant (good for all times).",pos
13469,"Debbie Vickers (Nell Schofield) and Sue Knight (Jad Capelja) want to become one of the cool girls in their high school. Uncool and ugly girls had two options, be a mole or a prude! Debbie and Sue imitate them by using their cheating practices in an exam. Two of the cool boys, Garry (Goeff Rhoe) and Danny (Tony Hughes) ask them for their answers and they all get busted. After a bawling out from the headmaster (Bud Tingwell) the cool girls meet them outside in the playground and confronted them about whether they ""dobbed"" on them all. As Debbie and Sue hadn't the cool girls invited them to the ""dunnies"" for a smoke. They then start to hang with them on weekends at the beach, watching all the boys surf. Sue ends up going out with Danny and Debbie with Garry. A lot of usual teenage action takes place including sex, drugs and rock and roll. Garry has an eventual overdose of heroin which makes Debbie face the inequalities of life and she decides to learn to surf instead of just watching the boys. They are not happy but watch her, calling names, and eventually Debbie masters the board. A cool early 80s Aussie film.",pos
13470,"I don't know if I'd go as far as to say that this movie belongs to the 'Aussie trash' pile, but it's fair to say that there are no Academy Award nominees here. What must be considered is that most of the actors in this film weren't actually actors as such, just kids with nothing better to do at the time. There were many others that were offered roles in the film but turned them down to go surfing up the coast; all things taken into account, it really wasn't a bad movie for its time. In some respects it's really not unlike today's times, where peer pressure is still alive and kicking, just without the mobile phones, computers and other similar gadgets that kids lived without, unlike this generation. Anyway, I have to rate this flick as an old fave that I watch once in a blue moon and never take too seriously...",pos
13471,"Movie about two Australian girls--Debbie (Nell Schofield) and Sue (Sue Knight)--and what happens when they become girlfriends of two surfer guys.<br /><br />I caught this at an art cinema here in America in 1981. Technically I was still a teenager (I was 19) so I was interested in seeing how Australian teens acted. Script wise there's nothing new here. It shows the usual teenage adventures dealing with dating, sex, suicide etc etc. I always knew what was going to happen before it did but I was never bored. What I found interesting was, despite the accent and a few changes in clothes and hair, these teenagers aren't much different than American teens. They had many of the same difficulties and hang-ups. Also this was based on a book from a real surfer girl and her true life adventures and (I heard) it was a faithful adaptation of it. The acting was just OK but the actors were attractive and this was well-made and pretty interesting. So this is no unsung masterpiece but a pretty accurate portrayal of what it's like being a teenager and trying to be with the popular kids. I give it a 7.",pos
13472,"I was actually satisfied when i played this game.The graphics were something new.The missions were great.But yet,I felt i wanted more out of this game.For a James Bond game its pretty good but not as good as his other games.It would be great if they could make a 360Remake for it.It would be much better then.This may just be cuz I'm into games as Resident evil,Dead rising and those kind of games.So it could be better but it was OK to play.One thing i absolutely hated about this game was Natalya!She was irritating dying all the time and she couldn't run either.I recommend this game for those who like FPS games more than i do.7/10 STARS",pos
